,filename,model,error,predicted,groundTruth,MAE,RMSE
52,nad66_color_image0.jpg,184,0,20,20,0.1,0.447
53,NAD113_color_image0.jpg,184,-1,19,20,0.1,0.447
54,nad32_color_image0.jpg,184,0,22,22,0.1,0.447
55,nad43_color_image0.jpg,184,0,22,22,0.1,0.447
56,NAD110_color_image0.jpg,184,0,25,25,0.1,0.447
57,nad42_color_image0.jpg,184,0,28,28,0.1,0.447
58,NAD095_color_image0.jpg,184,0,28,28,0.1,0.447
59,NAD163_color_image0.jpg,184,0,41,41,0.1,0.447
60,NAD136_color_image0.jpg,185,0,7,7,0.213,1.405
61,NAD146_color_image0.jpg,185,1,9,8,0.213,1.405
62,NAD142_color_image0.jpg,185,0,13,13,0.213,1.405
63,NAD077_color_image0.jpg,185,0,16,16,0.213,1.405
64,NAD151_color_image0.jpg,185,0,16,16,0.213,1.405
65,NAD114_color_image0.jpg,185,0,17,17,0.213,1.405
66,nad53_color_image0.jpg,185,0,19,19,0.213,1.405
67,nad005_color_image0.jpg,185,0,20,20,0.213,1.405
68,nad073_color_image0.jpg,185,-1,19,20,0.213,1.405
69,NAD153_color_image0.jpg,185,0,20,20,0.213,1.405
70,NAD107_color_image0.jpg,185,0,23,23,0.213,1.405
71,nad41_color_image0.jpg,185,0,26,26,0.213,1.405
72,nad39_color_image0.jpg,185,-1,27,28,0.213,1.405
73,nad35_color_image0.jpg,185,-1,28,29,0.213,1.405
74,NAD162_color_image0.jpg,185,-12,22,34,0.213,1.405
75,NAD132_color_image0.jpg,186,-2,4,6,0.111,0.422
76,NAD115_color_image0.jpg,186,1,11,10,0.111,0.422
77,NAD131_color_image0.jpg,186,0,14,14,0.111,0.422
78,NAD150_color_image0.jpg,186,-1,13,14,0.111,0.422
79,NAD097_color_image0.jpg,186,-2,15,17,0.111,0.422
80,NAD15_color_image0.jpg,186,0,19,19,0.111,0.422
81,nad40_color_image0.jpg,186,0,19,19,0.111,0.422
82,nad34_color_image0.jpg,186,0,20,20,0.111,0.422
83,NAD122_color_image0.jpg,186,0,20,20,0.111,0.422
84,NAD138_color_image0.jpg,186,-1,20,21,0.111,0.422
85,nad43_color_image0.jpg,186,0,22,22,0.111,0.422
86,nad41_color_image0.jpg,186,0,26,26,0.111,0.422
87,NAD167_color_image0.jpg,186,0,26,26,0.111,0.422
88,NAD144_color_image0.jpg,186,-1,28,29,0.111,0.422
89,NAD123_color_image0.jpg,186,2,41,39,0.111,0.422
90,NAD133_color_image0.jpg,187,-2,0,2,0.095,0.365
91,NAD127_color_image0.jpg,187,1,10,9,0.095,0.365
92,nad21_color_image0.jpg,187,0,14,14,0.095,0.365
93,NAD094_color_image0.jpg,187,0,16,16,0.095,0.365
94,nad45_color_image0.jpg,187,1,18,17,0.095,0.365
95,nad002_color_image0.jpg,187,1,19,18,0.095,0.365
96,nad19-1_color_image0.jpg,187,0,19,19,0.095,0.365
97,nad24_color_image0.jpg,187,0,20,20,0.095,0.365
98,nad69_color_image0.jpg,187,0,20,20,0.095,0.365
99,nad12_color_image0.jpg,187,-1,21,22,0.095,0.365
100,NAD130_color_image0.jpg,187,-1,21,22,0.095,0.365
101,NAD087_color_image0.jpg,187,0,25,25,0.095,0.365
102,NAD104_color_image0.jpg,187,0,27,27,0.095,0.365
103,NAD101_color_image0.jpg,187,-1,29,30,0.095,0.365
104,nad116_color_image0.jpg,187,-2,29,31,0.095,0.365
105,NAD146_color_image0.jpg,188,0,8,8,0.033,0.183
106,NAD141_color_image0.jpg,188,0,11,11,0.033,0.183
107,NAD111_color_image0.jpg,188,0,13,13,0.033,0.183
108,NAD150_color_image0.jpg,188,0,14,14,0.033,0.183
109,NAD118_color_image0.jpg,188,1,17,16,0.033,0.183
110,NAD15_color_image0.jpg,188,0,19,19,0.033,0.183
111,NAD135_color_image0.jpg,188,1,20,19,0.033,0.183
112,nad34_color_image0.jpg,188,0,20,20,0.033,0.183
113,NAD122_color_image0.jpg,188,0,20,20,0.033,0.183
114,nad20_color_image0.jpg,188,0,21,21,0.033,0.183
115,NAD091_color_image0.jpg,188,0,23,23,0.033,0.183
116,nad51_color_image0.jpg,188,1,26,25,0.033,0.183
117,nad46_color_image0.jpg,188,0,26,26,0.033,0.183
118,NAD096_color_image0.jpg,188,0,28,28,0.033,0.183
119,NAD175_color_image0.jpg,188,1,35,34,0.033,0.183
120,NAD121_color_image0.jpg,189,2,10,8,0.074,0.322
121,NAD154_color_image0.jpg,189,1,11,10,0.074,0.322
122,NAD164_color_image0.jpg,189,0,12,12,0.074,0.322
123,NAD174_color_image0.jpg,189,0,14,14,0.074,0.322
124,nad45_color_image0.jpg,189,1,18,17,0.074,0.322
125,nad11_color_image0.jpg,189,0,19,19,0.074,0.322
126,NAD124_color_image0.jpg,189,1,20,19,0.074,0.322
127,nad27_color_image0.jpg,189,0,20,20,0.074,0.322
128,NAD112_color_image0.jpg,189,0,20,20,0.074,0.322
129,NAD159_color_image0.jpg,189,0,21,21,0.074,0.322
130,nad54_color_image0.jpg,189,0,22,22,0.074,0.322
131,nad29_color_image0.jpg,189,1,25,24,0.074,0.322
132,NAD089_color_image0.jpg,189,1,28,27,0.074,0.322
133,nad072_color_image0.jpg,189,-1,29,30,0.074,0.322
134,nad26_color_image0.jpg,189,2,35,33,0.074,0.322
135,NAD136_color_image0.jpg,190,0,7,7,0.067,0.283
136,nad52_color_image0.jpg,190,0,12,12,0.067,0.283
137,nad21_color_image0.jpg,190,0,14,14,0.067,0.283
138,nad078_color_image0.jpg,190,1,16,15,0.067,0.283
139,NAD097_color_image0.jpg,190,-1,16,17,0.067,0.283
140,NAD090_color_image0.jpg,190,1,19,18,0.067,0.283
141,nad25_color_image0.jpg,190,0,19,19,0.067,0.283
142,NAD135_color_image0.jpg,190,0,19,19,0.067,0.283
143,nad66_color_image0.jpg,190,0,20,20,0.067,0.283
144,nad20_color_image0.jpg,190,-1,20,21,0.067,0.283
145,NAD092_color_image0.jpg,190,-1,21,22,0.067,0.283
146,nad31_color_image0.jpg,190,1,26,25,0.067,0.283
147,nad46_color_image0.jpg,190,1,27,26,0.067,0.283
148,nad116_color_image0.jpg,190,-2,29,31,0.067,0.283
149,nad26_color_image0.jpg,190,-1,32,33,0.067,0.283
